word,freq.Var1,freq.Freq
CONNECTOR,CONNECTOR,2
COM,COM,2
CJT,CJT,2
CEMEDINE,CEMEDINE,2
CAD,CAD,2
Bradley,Bradley,2
BEVI,BEVI,2
been,been,2
ARM,ARM,2
ARIMITSU,ARIMITSU,2
Android,Android,2
AMPHENOL,AMPHENOL,2
AMANO,AMANO,2
Allen,Allen,2
AI,AI,2
AE,AE,2
作业,作业,2
最为,最为,2
组装,组装,2
资金,资金,2
锥形,锥形,2
追求,追求,2
装载机,装载机,2
装配,装配,2
转型,转型,2
砖头,砖头,2
专业性,专业性,2
专卖店,专卖店,2
蛀虫,蛀虫,2
主线,主线,2
诸暨市,诸暨市,2
重型,重型,2
重金属,重金属,2
种植,种植,2
中小企业,中小企业,2
中外合资,中外合资,2
中石化,中石化,2
中山市,中山市,2
中高档,中高档,2
中部,中部,2
智能型,智能型,2
治理,治理,2
制造业,制造业,2
制剂,制剂,2
指数,指数,2
指南,指南,2
直流电,直流电,2
支撑,支撑,2
政策,政策,2
正规,正规,2
正德,正德,2
整理,整理,2
整机,整机,2
蒸发,蒸发,2
振华,振华,2
真诚,真诚,2
针孔,针孔,2
着数,着数,2
折扣,折扣,2
招聘,招聘,2
帐篷,帐篷,2
长远,长远,2
长兴,长兴,2
长寿,长寿,2
长沙,长沙,2
长春市,长春市,2
长城,长城,2
展示,展示,2
展览,展览,2
蚱蜢,蚱蜢,2
增值,增值,2
赞誉,赞誉,2
运行,运行,2
运动,运动,2
月饼,月饼,2
远程,远程,2
圆台,圆台,2
原木,原木,2
原名,原名,2
有害,有害,2
游艇,游艇,2
油压,油压,2
优越,优越,2
优异,优异,2
优美,优美,2
硬脂酸,硬脂酸,2
影视,影视,2
英国,英国,2
引擎,引擎,2
银杏,银杏,2
音乐,音乐,2
宜兴市,宜兴市,2
意大利,意大利,2
异型,异型,2
乙醇,乙醇,2
仪表厂,仪表厂,2
医院,医院,2
医用,医用,2
一条龙,一条龙,2
一手,一手,2
一批,一批,2
一款,一款,2
一个集,一个集,2
液体,液体,2
业内,业内,2
冶炼,冶炼,2
药用,药用,2
摇头,摇头,2
养殖户,养殖户,2
养生,养生,2
羊绒,羊绒,2
扬州,扬州,2
燕赵,燕赵,2
验收,验收,2
盐城,盐城,2
研究所,研究所,2
氩气,氩气,2
压电,压电,2
寻求,寻求,2
熏蒸,熏蒸,2
徐州,徐州,2
休闲,休闲,2
行车,行车,2
信用,信用,2
信任,信任,2
新区,新区,2
新会,新会,2
锌粉,锌粉,2
谐振,谐振,2
笑话,笑话,2
小区,小区,2
消毒,消毒,2
橡皮艇,橡皮艇,2
向上,向上,2
详细,详细,2
线切割,线切割,2
喜爱,喜爱,2
铣刀,铣刀,2
物资,物资,2
武汉市,武汉市,2
屋顶,屋顶,2
污染,污染,2
涡轮,涡轮,2
问答,问答,2
稳定剂,稳定剂,2
文字,文字,2
文明,文明,2
文化,文化,2
围墙,围墙,2
微信,微信,2
往返,往返,2
万向,万向,2
玩具,玩具,2
完备,完备,2
弯曲,弯曲,2
脱氧剂,脱氧剂,2
团结,团结,2
土豆,土豆,2
图纸,图纸,2
图案,图案,2
投影仪,投影仪,2
投放,投放,2
统一,统一,2
同仁,同仁,2
通水,通水,2
通风管,通风管,2
铁路,铁路,2
添加剂,添加剂,2
天津市,天津市,2
天河,天河,2
体育,体育,2
体积,体积,2
特性,特性,2
特钢,特钢,2
套筒,套筒,2
讨论,讨论,2
烫金,烫金,2
碳素钢,碳素钢,2
探头,探头,2
探测器,探测器,2
塑化剂,塑化剂,2
速度,速度,2
四川,四川,2
丝棉,丝棉,2
水洗,水洗,2
水泥,水泥,2
水龙头,水龙头,2
水利,水利,2
水力,水力,2
水晶,水晶,2
首批,首批,2
首家,首家,2
手感,手感,2
适合,适合,2
试用,试用,2
市级,市级,2
实用,实用,2
时代,时代,2
石墨,石墨,2
石料,石料,2
十余年,十余年,2
十五年,十五年,2
湿度,湿度,2
生长,生长,2
生产型,生产型,2
生产能力,生产能力,2
射线,射线,2
绍兴市,绍兴市,2
上虞,上虞,2
陕西省,陕西省,2
山区,山区,2
砂浆,砂浆,2
纱线,纱线,2
杀菌,杀菌,2
扫描,扫描,2
三元,三元,2
三相,三相,2
三通,三通,2
三菱,三菱,2
乳化,乳化,2
如皋市,如皋市,2
溶剂,溶剂,2
日期,日期,2
仁寿,仁寿,2
人造毛,人造毛,2
人物,人物,2
人生,人生,2
人工智能,人工智能,2
热销,热销,2
热水,热水,2
热带,热带,2
燃气,燃气,2
燃料油,燃料油,2
缺陷,缺陷,2
全资,全资,2
区域,区域,2
氢气,氢气,2
切割机,切割机,2
切断,切断,2
前身,前身,2
启动,启动,2
旗舰,旗舰,2
齐家,齐家,2
濮阳市,濮阳市,2
泊头,泊头,2
瓶盖,瓶盖,2
屏蔽,屏蔽,2
平整,平整,2
平车,平车,2
频率,频率,2
频道,频道,2
坯布,坯布,2
批发商,批发商,2
蓬松,蓬松,2
盆景,盆景,2
喷漆,喷漆,2
配置,配置,2
配方,配方,2
刨花,刨花,2
抛光,抛光,2
排污,排污,2
欧式,欧式,2
努力,努力,2
内外,内外,2
难题,难题,2
南方,南方,2
南昌,南昌,2
耐蚀,耐蚀,2
耐热,耐热,2
纳米,纳米,2
目录,目录,2
木工,木工,2
摩托车,摩托车,2
明天,明天,2
名城,名城,2
苗木,苗木,2
梦想,梦想,2
美誉,美誉,2
买卖,买卖,2
蚂蜂,蚂蜂,2
玛瑙,玛瑙,2
螺纹,螺纹,2
铝箔,铝箔,2
绿化,绿化,2
龙头,龙头,2
龙山,龙山,2
领航,领航,2
领导班子,领导班子,2
领导,领导,2
零声,零声,2
零配件,零配件,2
淋浴,淋浴,2
临沂市,临沂市,2
量具,量具,2
两用,两用,2
沥青,沥青,2
立轴,立轴,2
理想,理想,2
冷缩,冷缩,2
冷热,冷热,2
老年人,老年人,2
老板,老板,2
捆扎,捆扎,2
矿石,矿石,2
矿泉水,矿泉水,2
宽度,宽度,2
宽带,宽带,2
快艇,快艇,2
口袋,口袋,2
肯定,肯定,2
课题,课题,2
客商,客商,2
可燃,可燃,2
可控硅,可控硅,2
看门,看门,2
开拓,开拓,2
卡片,卡片,2
局域网,局域网,2
静压,静压,2
警用,警用,2
精致,精致,2
精湛,精湛,2
精英,精英,2
精神,精神,2
经历,经历,2
经理,经理,2
金刚,金刚,2
金川,金川,2
解答,解答,2
截止,截止,2
节能灯,节能灯,2
接入,接入,2
接近,接近,2
搅拌机,搅拌机,2
角度,角度,2
胶合板,胶合板,2
交换,交换,2
江门市,江门市,2
监测,监测,2
坚固,坚固,2
甲烷,甲烷,2
甲醛,甲醛,2
嘉德,嘉德,2
家园,家园,2
加热炉,加热炉,2
加厚,加厚,2
技能,技能,2
计时器,计时器,2
集合,集合,2
吉林省,吉林省,2
机组,机组,2
机制,机制,2
机场,机场,2
火热,火热,2
混纺,混纺,2
惠州,惠州,2
回转,回转,2
辉煌,辉煌,2
黄金,黄金,2
环形,环形,2
环球,环球,2
滑梯,滑梯,2
华天,华天,2
华强,华强,2
花坛,花坛,2
花木,花木,2
互联,互联,2
厚度,厚度,2
河道,河道,2
焊锡,焊锡,2
焊头,焊头,2
过硬,过硬,2
国产,国产,2
滚筒,滚筒,2
规范,规范,2
广场,广场,2
光谱仪,光谱仪,2
光临,光临,2
光洁,光洁,2
管路,管路,2
观看,观看,2
关系,关系,2
顾问,顾问,2
顾客,顾客,2
沟槽,沟槽,2
共享,共享,2
共聚,共聚,2
巩义市,巩义市,2
公正,公正,2
工业品,工业品,2
工商,工商,2
工人,工人,2
工具钢,工具钢,2
耕耘,耕耘,2
跟踪,跟踪,2
给水,给水,2
告诉,告诉,2
高中,高中,2
高新科技,高新科技,2
高校,高校,2
高速公路,高速公路,2
钢质,钢质,2
钢丝,钢丝,2
钢化玻璃,钢化玻璃,2
干法,干法,2
感应,感应,2
改制,改制,2
改进,改进,2
富有,富有,2
辅导,辅导,2
福地,福地,2
浮油,浮油,2
扶持,扶持,2
缝隙,缝隙,2
风量,风量,2
丰裕,丰裕,2
粉碎,粉碎,2
分公司,分公司,2
沸点,沸点,2
废纸,废纸,2
放电,放电,2
放大器,放大器,2
纺机,纺机,2
访问,访问,2
房屋,房屋,2
防盗,防盗,2
防尘,防尘,2
方针,方针,2
反击,反击,2
法国,法国,2
发酵,发酵,2
发动机,发动机,2
发电机组,发电机组,2
二氧化硅,二氧化硅,2
俄罗斯,俄罗斯,2
多样,多样,2
对外,对外,2
堆焊,堆焊,2
杜邦,杜邦,2
东南亚,东南亚,2
东南,东南,2
东湖,东湖,2
东北,东北,2
定做,定做,2
定位仪,定位仪,2
鼎盛,鼎盛,2
丁香,丁香,2
吊装,吊装,2
吊索,吊索,2
电压,电压,2
电网,电网,2
电梯,电梯,2
电磁铁,电磁铁,2
点阵,点阵,2
第一个,第一个,2
低温,低温,2
登录,登录,2
登高,登高,2
地方,地方,2
地处,地处,2
地标,地标,2
德州,德州,2
导线,导线,2
挡板,挡板,2
氮气,氮气,2
弹簧钢,弹簧钢,2
代码,代码,2
代理人,代理人,2
大陆,大陆,2
打捆机,打捆机,2
达成,达成,2
锤头,锤头,2
创作,创作,2
创业,创业,2
床垫,床垫,2
传动,传动,2
传播,传播,2
畜牧,畜牧,2
处理器,处理器,2
处理机,处理机,2
储存,储存,2
抽屉,抽屉,2
重庆,重庆,2
冲子,冲子,2
冲锋,冲锋,2
充电,充电,2
齿轮油,齿轮油,2
程度,程度,2
城中,城中,2
城北,城北,2
成都市,成都市,2
沉淀,沉淀,2
朝气,朝气,2
超大,超大,2
常年,常年,2
产销,产销,2
产量,产量,2
缠绕,缠绕,2
插头,插头,2
草莓,草莓,2
草帽,草帽,2
餐具,餐具,2
参考,参考,2
彩棉,彩棉,2
采编,采编,2
财富,财富,2
部门,部门,2
布料,布料,2
博览会,博览会,2
播放,播放,2
饼干,饼干,2
别墅,别墅,2
变形,变形,2
变色,变色,2
编程,编程,2
本土,本土,2
背景,背景,2
北京市,北京市,2
报名,报名,2
报国,报国,2
保护,保护,2
包机,包机,2
邦联,邦联,2
版权,版权,2
搬运,搬运,2
百年,百年,2
氨基,氨基,2
安全阀,安全阀,2
安全带,安全带,2
安居,安居,2
9年,9年,2
98号,98号,2
917,917,2
9000,9000,2
90,90,2
889,889,2
88858086,88858086,2
850,850,2
8380,8380,2
838,838,2
82287116,82287116,2
7年,7年,2
6866001,6866001,2
61717281,61717281,2
600,600,2
60,60,2
57324598,57324598,2
571,571,2
502,502,2
500吨,500吨,2
430,430,2
410,410,2
409,409,2
4008,4008,2
4000,4000,2
3年,3年,2
360,360,2
33668287,33668287,2
32,32,2
3110,3110,2
300多个,300多个,2
300吨,300吨,2
300,300,2
30,30,2
22年,22年,2
2005年,2005年,2
20000,20000,2
2000,2000,2
19年,19年,2
1997年,1997年,2
1990年,1990年,2
180号,180号,2
1805,1805,2
17年,17年,2
17号,17号,2
158,158,2
15302603101,15302603101,2
1500,1500,2
14年,14年,2
1432,1432,2
139,139,2
138,138,2
13302921567,13302921567,2
123,123,2
11,11,2
10号,10号,2
10多项,10多项,2
10,10,2
0533,0533,2
0531,0531,2
0523,0523,2
0373,0373,2
0318,0318,2
027,027,2
022,022,2
00,00,2
